*******************************************************************************
Database: 11702002
Sequence: CG5-1702-002
File size: 179712
Database effective from 02 FEB 2017 to 02 MAR 2017
Report compiled on Monday Dec 25 2023
OneNav+ Version: 1.18.0
*******************************************************************************
HONEYWELL PROPRIETARY AND CONFIDENTIAL
COPYRIGHT © 2011-2023
HONEYWELL INTERNATIONAL INC.
UNPUBLISHED WORK. ALL RIGHTS RESERVED 
*******************************************************************************
Summary
-------------------------
Table Name,Record Count
Airports,97
Airways,2135
Airway Legs,17205
Alternates,0
Company Routes,0
Company Route Legs,0
FuelPolicy,8
Airline Policy,0
HoldingPatterns,0
Gates,0
GridMORA,0
Navaids,1131
NDBs,264
Procedures ,5146
Procedure Legs,21583
Runways,286
Waypoints,9082

Airports
-------------------------
Ident,RevCode,Latitude,Longitude,MagVar,Elevation,SpeedLimitCoded,SpeedLimit,SpeedLimitAltitude,TransAltitude,ProceduresExist,RunwaysExist,GatesExist,AlternatesExist,ICAO,MaxRunwayLength,SIDs,STARs,Approaches,EOSIDs
URMM,D281L,B, ,APPTRN,12,7000,CD12,WPT,R,CF, , ,118.04,,3010,,,3.00,,MNW,,,,,,N44-18-43.98,E042-54-25.96,N44-14-22.65,E043-03-12.79,117.10,E07.0,VOR12,,,
URMM,D312J,B, ,APPTRN,12,7000,D312J,WPT, ,IF, , ,,,3010,,,,, , ,,,,,N44-21-42.96,E042-54-30.98,,,,,VOR12,,,
URMM,D312J,B, ,APPTRN,12,7000,D307I,WPT, ,TF, ,Y,,,3010,,,,, , ,,,,,N44-20-47.96,E042-53-42.01,,,,,VOR12,,,
URMM,D312J,B, ,APPTRN,12,7000,CD12,WPT, ,CF, , ,118.04,,3010,,,1.00,,MNW,,,,,,N44-18-43.98,E042-54-25.96,N44-14-22.65,E043-03-12.79,117.10,E07.0,VOR12,,,
URMM,MW004,B, ,APPTRN,12,7000,MW004,WPT, ,IF, , ,,,3010A,,,,, , ,,,,,N44-25-50.00,E042-50-37.00,,,,,VOR12,,,
URMM,MW004,B, ,APPTRN,12,7000,D300I,WPT, ,TF, ,Y,,,3010,,,,, , ,,,,,N44-19-34.04,E042-53-28.03,,,,,VOR12,,,
URMM,MW004,B, ,APPTRN,12,7000,CD12,WPT, ,CF, , ,118.04,,3010,,,1.00,,MNW,,,,,,N44-18-43.98,E042-54-25.96,N44-14-22.65,E043-03-12.79,117.10,E07.0,VOR12,,,
URMM,VOR30,B, ,APP,30,7000,CD30,WPT, ,IF, , ,,,3020,,,,, , ,,,,,N44-08-49.02,E043-15-35.99,,,,,VOR30,,,
URMM,VOR30,B, ,APP,30,7000,FD30,WPT, ,TF, , ,,,3010,,,,,MNW,,,,,,N44-09-49.97,E043-13-20.96,N44-14-22.65,E043-03-12.79,117.10,E07.0,VOR30,,,
URMM,VOR30,B, ,APP,30,7000,32DME,WPT, ,TF,Y,Y,,,1300,,,,,MNW,,-2.99,,,,N44-12-41.69,E043-06-58.12,N44-14-22.65,E043-03-12.79,117.10,E07.0,VOR30,,,
URMM,VOR30,B, ,APP,30,7000,MNW,VOR, ,TF, , ,,,1450A,,,,, , ,,,,,N44-14-22.65,E043-03-12.79,,,,,VOR30,,,
URMM,VOR30,B, ,APP,30,7000,MD,NDB, ,TF, , ,,,,,,,, , ,,,,,N44-15-37.12,E043-00-32.19,,,,,VOR30,,,
URMM,VOR30,B, ,APP,30,7000,----, ,R,VI, , ,121.03,,,,,,, , ,,,,,,,,,,,VOR30,,,
URMM,VOR30,B, ,APP,30,7000,MNW,VOR, ,FM, , ,90.97,,3020,,,,,MNW,,,,,,N44-14-22.65,E043-03-12.79,N44-14-22.65,E043-03-12.79,117.10,E07.0,VOR30,,,
URMM,D102L,B, ,APPTRN,30,7000,D102L,WPT, ,IF, , ,,,3020,,,,, , ,,,,,N44-10-23.03,E043-19-30.98,,,,,VOR30,,,
URMM,D102L,B, ,APPTRN,30,7000,D108L,WPT, ,TF, ,Y,,,,,,,, , ,,,,,N44-09-18.99,E043-18-34.97,,,,,VOR30,,,
URMM,D102L,B, ,APPTRN,30,7000,CD30,WPT, ,CF, , ,293.99,,3020,,,2.00,,MNW,,,,,,N44-08-49.02,E043-15-35.99,N44-14-22.65,E043-03-12.79,117.10,E07.0,VOR30,,,
URRR,DM1B,B, ,SIDCR,04,3240,----, , ,CA, , ,37.97,,900A,,,,, , ,,,,,,,,,,,DM1B,,,
URRR,DM1B,B, ,SIDCR,04,3240,KAZAK,WPT, ,CF, , ,42.98,,,,,20.00,,RND,,,,,,N47-30-58.98,E040-16-37.03,N47-15-07.52,E039-48-47.94,114.70,E07.5,DM1B,,,
URRR,DM1B,B, ,SIDCR,04,3240,DOKIM,WPT, ,TF, , ,,,,,,,, , ,,,,,N47-49-59.00,E040-50-35.98,,,,,DM1B,,,
URRR,DM2B,B, ,SIDCR,22,3240,----, , ,CA, , ,217.97,,940A,,,,, , ,,,,,,,,,,,DM2B,,,
URRR,DM2B,B, ,SIDCR,22,3240,KAZAK,WPT,L,CF, , ,36.04,,,,,25.00,,RND,,,,,,N47-30-58.98,E040-16-37.03,N47-15-07.52,E039-48-47.94,114.70,E07.5,DM2B,,,
URRR,DM2B,B, ,SIDCR,22,3240,DOKIM,WPT, ,TF, , ,,,,,,,, , ,,,,,N47-49-59.00,E040-50-35.98,,,,,DM2B,,,
URRR,DO1B,B, ,SIDCR,04,3240,----, , ,CA, , ,37.97,,900A,,,,, , ,,,,,,,,,,,DO1B,,,
URRR,DO1B,B, ,SIDCR,04,3240,DARUT,WPT,R,CF, , ,184.04,,,,,23.00,,RND,,,,,,N46-51-12.03,E039-47-18.02,N47-15-07.52,E039-48-47.94,114.70,E07.5,DO1B,,,
URRR,DO1B,B, ,SIDCR,04,3240,DONID,WPT, ,TF, , ,,,,,,,, , ,,,,,N46-21-33.02,E039-45-04.00,,,,,DO1B,,,
URRR,DO2B,B, ,SIDCR,22,3240,----, , ,CA, , ,217.97,,2250A,,,,, , ,,,,,,,,,,,DO2B,,,
URRR,DO2B,B, ,SIDCR,22,3240,DARUT,WPT, ,CF, , ,171.04,,,,,21.00,,RND,,,,,,N46-51-12.03,E039-47-18.02,N47-15-07.52,E039-48-47.94,114.70,E07.5,DO2B,,,
URRR,DO2B,B, ,SIDCR,22,3240,DONID,WPT, ,TF, , ,,,,,,,, , ,,,,,N46-21-33.02,E039-45-04.00,,,,,DO2B,,,
URRR,DR2A,B, ,SIDCR,22,3240,D222B,WPT, ,CF, ,Y,217.97,,2250A,,,1.00,,RND,,,,,,N47-13-58.00,E039-46-46.97,N47-15-07.52,E039-48-47.94,114.70,E07.5,DR2A,,,
URRR,DR2A,B, ,SIDCR,22,3240,RW,NDB,L,CF, , ,7.03,,FL080B,,FL060A,6.00,,RND,,,,,,N47-17-29.74,E039-52-05.07,N47-15-07.52,E039-48-47.94,114.70,E07.5,DR2A,,,
URRR,DR2A,B, ,SIDCR,22,3240,SLAVA,WPT, ,TF, , ,,,FL080B,,FL060A,,, , ,,,,,N47-30-30.01,E039-50-11.98,,,,,DR2A,,,
URRR,DR2A,B, ,SIDCR,22,3240,SB,NDB, ,TF, , ,,,FL070A,,,,, , ,,,,,N47-45-10.02,E039-47-55.02,,,,,DR2A,,,
URRR,DR2A,B, ,SIDCR,22,3240,DERIB,WPT, ,TF, , ,,,FL080A,,,,, , ,,,,,N47-55-35.03,E039-54-29.99,,,,,DR2A,,,
URRR,DR2B,B, ,SIDCR,22,3240,----, , ,CA, , ,217.97,,940A,,,,, , ,,,,,,,,,,,DR2B,,,
URRR,DR2B,B, ,SIDCR,22,3240,RW,NDB,L,CF, , ,0.97,,FL080B,,FL060A,1.00,,RND,,,,,,N47-17-29.74,E039-52-05.07,N47-15-07.52,E039-48-47.94,114.70,E07.5,DR2B,,,
URRR,DR2B,B, ,SIDCR,22,3240,SLAVA,WPT, ,TF, , ,,,FL080B,,FL060A,,, , ,,,,,N47-30-30.01,E039-50-11.98,,,,,DR2B,,,
URRR,DR2B,B, ,SIDCR,22,3240,SB,NDB, ,TF, , ,,,FL070A,,,,, , ,,,,,N47-45-10.02,E039-47-55.02,,,,,DR2B,,,
URRR,DR2B,B, ,SIDCR,22,3240,DERIB,WPT, ,TF, , ,,,FL080A,,,,, , ,,,,,N47-55-35.03,E039-54-29.99,,,,,DR2B,,,
URRR,DR2D,B, ,SIDCR,22,3240,D219I,WPT, ,CF, ,Y,217.97,,2740A,,,8.50,,RND,,,,,,N47-08-14.02,E039-38-13.97,N47-15-07.52,E039-48-47.94,114.70,E07.5,DR2D,,,
URRR,DR2D,B, ,SIDCR,22,3240,RW,NDB,L,CF, , ,26.02,,FL080B,,FL060A,14.00,,RND,,,,,,N47-17-29.74,E039-52-05.07,N47-15-07.52,E039-48-47.94,114.70,E07.5,DR2D,,,
URRR,DR2D,B, ,SIDCR,22,3240,SLAVA,WPT, ,TF, , ,,,FL080B,,FL060A,,, , ,,,,,N47-30-30.01,E039-50-11.98,,,,,DR2D,,,
URRR,DR2D,B, ,SIDCR,22,3240,SB,NDB, ,TF, , ,,,FL070A,,,,, , ,,,,,N47-45-10.02,E039-47-55.02,,,,,DR2D,,,
URRR,DR2D,B, ,SIDCR,22,3240,DERIB,WPT, ,TF, , ,,,FL080A,,,,, , ,,,,,N47-55-35.03,E039-54-29.99,,,,,DR2D,,,
URRR,DR2G,B, ,SIDCR,22,3240,D219E,WPT, ,CF, ,Y,217.97,,2080A,,,5.30,,RND,,,,,,N47-10-29.97,E039-41-35.97,N47-15-07.52,E039-48-47.94,114.70,E07.5,DR2G,,,
URRR,DR2G,B, ,SIDCR,22,3240,SB,NDB,R,CF, , ,8.00,,FL070A,,,40.00,,RND,,,,,,N47-45-10.02,E039-47-55.02,N47-15-07.52,E039-48-47.94,114.70,E07.5,DR2G,,,
URRR,DR2G,B, ,SIDCR,22,3240,DERIB,WPT, ,TF, , ,,,FL080A,,,,, , ,,,,,N47-55-35.03,E039-54-29.99,,,,,DR2G,,,
URRR,ER1A,B, ,SIDCR,04,3240,----, , ,CA, , ,37.97,,900A,,,,, , ,,,,,,,,,,,ER1A,,,
URRR,ER1A,B, ,SIDCR,04,3240,MN,NDB,R,CF, , ,116.98,,,,,27.00,,RND,,,,,,N47-03-00.01,E040-22-00.00,N47-15-07.52,E039-48-47.94,114.70,E07.5,ER1A,,,
URRR,ER1A,B, ,SIDCR,04,3240,ER,NDB, ,TF, , ,,,FL160A,,,,, , ,,,,,N46-35-06.98,E040-39-33.97,,,,,ER1A,,,
URRR,ER2A,B, ,SIDCR,22,3240,----, , ,CA, , ,217.97,,2250A,,,,, , ,,,,,,,,,,,ER2A,,,
URRR,ER2A,B, ,SIDCR,22,3240,SOKOL,WPT,L,CF, , ,124.01,,,,,25.00,,RND,,,,,,N46-57-05.98,E040-12-18.02,N47-15-07.52,E039-48-47.94,114.70,E07.5,ER2A,,,
URRR,ER2A,B, ,SIDCR,22,3240,ER,NDB, ,TF, , ,,,FL160A,,,,, , ,,,,,N46-35-06.98,E040-39-33.97,,,,,ER2A,,,
URRR,FS1B,B, ,SIDCR,04,3240,----, , ,CA, , ,37.97,,890A,,,,, , ,,,,,,,,,,,FS1B,,,
URRR,FS1B,B, ,SIDCR,04,3240,ZATON,WPT,L,CF, , ,270.97,,,,,22.00,,RND,,,,,,N47-22-23.97,E039-14-47.98,N47-15-07.52,E039-48-47.94,114.70,E07.5,FS1B,,,
URRR,FS1B,B, ,SIDCR,04,3240,FASAD,WPT, ,TF, , ,,,FL190A,,,,, , ,,,,,N47-33-18.03,E038-18-48.02,,,,,FS1B,,,
URRR,FS2B,B, ,SIDCR,22,3240,D219E,WPT, ,CF, ,Y,217.97,,2080A,,,5.30,,RND,,,,,,N47-10-29.97,E039-41-35.97,N47-15-07.52,E039-48-47.94,114.70,E07.5,FS2B,,,
URRR,FS2B,B, ,SIDCR,22,3240,ZATON,WPT,R,CF, , ,301.99,,,,,20.00,,RND,,,,,,N47-22-23.97,E039-14-47.98,N47-15-07.52,E039-48-47.94,114.70,E07.5,FS2B,,,
URRR,FS2B,B, ,SIDCR,22,3240,FASAD,WPT, ,TF, , ,,,FL190A,,,,, , ,,,,,N47-33-18.03,E038-18-48.02,,,,,FS2B,,,
URRR,GI1B,B, ,SIDCR,04,3240,----, , ,CA, , ,37.97,,900A,,,,, , ,,,,,,,,,,,GI1B,,,
URRR,GI1B,B, ,SIDCR,04,3240,BAKEN,WPT,R,CF, , ,172.97,,,,,22.00,,RND,,,,,,N46-51-24.00,E039-53-42.02,N47-15-07.52,E039-48-47.94,114.70,E07.5,GI1B,,,
URRR,GI1B,B, ,SIDCR,04,3240,GILIB,WPT, ,TF, , ,,,,,,,, , ,,,,,N46-21-55.03,E039-59-25.00,,,,,GI1B,,,
URRR,GI2B,B, ,SIDCR,22,3240,----, , ,CA, , ,217.97,,2250A,,,,, , ,,,,,,,,,,,GI2B,,,
URRR,GI2B,B, ,SIDCR,22,3240,BAKEN,WPT, ,CF, , ,158.99,,,,,21.00,,RND,,,,,,N46-51-24.00,E039-53-42.02,N47-15-07.52,E039-48-47.94,114.70,E07.5,GI2B,,,
URRR,GI2B,B, ,SIDCR,22,3240,GILIB,WPT, ,TF, , ,,,,,,,, , ,,,,,N46-21-55.03,E039-59-25.00,,,,,GI2B,,,
URRR,GN1A,B, ,SIDCR,04,3240,----, , ,CA, , ,37.97,,900A,,,,, , ,,,,,,,,,,,GN1A,,,
URRR,GN1A,B, ,SIDCR,04,3240,KS,NDB, ,CF, , ,95.98,,,,,15.00,,RND,,,,,,N47-12-00.00,E040-21-00.00,N47-15-07.52,E039-48-47.94,114.70,E07.5,GN1A,,,
URRR,GN1A,B, ,SIDCR,04,3240,GINSA,WPT, ,TF, , ,,,,,,,, , ,,,,,N46-59-06.02,E041-05-35.99,,,,,GN1A,,,
URRR,GN2A,B, ,SIDCR,22,3240,----, , ,CA, , ,217.97,,2250A,,,,, , ,,,,,,,,,,,GN2A,,,
URRR,GN2A,B, ,SIDCR,22,3240,KS,NDB,L,CF, , ,81.04,,,,,24.00,,RND,,,,,,N47-12-00.00,E040-21-00.00,N47-15-07.52,E039-48-47.94,114.70,E07.5,GN2A,,,
URRR,GN2A,B, ,SIDCR,22,3240,GINSA,WPT, ,TF, , ,,,,,,,, , ,,,,,N46-59-06.02,E041-05-35.99,,,,,GN2A,,,
URRR,KA1A,B, ,SIDCR,04,3240,----, , ,CA, , ,37.97,,900A,,,,, , ,,,,,,,,,,,KA1A,,,
URRR,KA1A,B, ,SIDCR,04,3240,KS,NDB, ,CF, , ,95.98,,,,,21.00,,RND,,,,,,N47-12-00.00,E040-21-00.00,N47-15-07.52,E039-48-47.94,114.70,E07.5,KA1A,,,
URRR,KA1A,B, ,SIDCR,04,3240,NEGAR,WPT, ,TF, , ,,,,,,,, , ,,,,,N47-23-58.99,E040-57-53.97,,,,,KA1A,,,
URRR,KA1A,B, ,SIDCR,04,3240,KA,NDB, ,TF, , ,,,,,,,, , ,,,,,N47-35-15.99,E041-06-54.01,,,,,KA1A,,,
URRR,KA2A,B, ,SIDCR,22,3240,----, , ,CA, , ,217.97,,2260A,,,,, , ,,,,,,,,,,,KA2A,,,
URRR,KA2A,B, ,SIDCR,22,3240,KS,NDB,L,CF, , ,81.04,,,,,24.00,,RND,,,,,,N47-12-00.00,E040-21-00.00,N47-15-07.52,E039-48-47.94,114.70,E07.5,KA2A,,,
URRR,KA2A,B, ,SIDCR,22,3240,NEGAR,WPT, ,TF, , ,,,,,,,, , ,,,,,N47-23-58.99,E040-57-53.97,,,,,KA2A,,,
URRR,KA2A,B, ,SIDCR,22,3240,KA,NDB, ,TF, , ,,,,,,,, , ,,,,,N47-35-15.99,E041-06-54.01,,,,,KA2A,,,
URRR,KI1B,B, ,SIDCR,04,3240,----, , ,CA, , ,37.97,,900A,,,,, , ,,,,,,,,,,,KI1B,,,
URRR,KI1B,B, ,SIDCR,04,3240,VASIN,WPT,R,CF, , ,192.04,,,,,23.00,,RND,,,,,,N46-51-42.00,E039-42-00.00,N47-15-07.52,E039-48-47.94,114.70,E07.5,KI1B,,,
URRR,KI1B,B, ,SIDCR,04,3240,KISET,WPT, ,TF, , ,,,,,,,, , ,,,,,N46-22-41.00,E039-32-18.01,,,,,KI1B,,,
URRR,KI2B,B, ,SIDCR,22,3240,----, , ,CA, , ,217.97,,2250A,,,,, , ,,,,,,,,,,,KI2B,,,
URRR,KI2B,B, ,SIDCR,22,3240,VASIN,WPT, ,CF, , ,180.00,,,,,20.00,,RND,,,,,,N46-51-42.00,E039-42-00.00,N47-15-07.52,E039-48-47.94,114.70,E07.5,KI2B,,,
URRR,KI2B,B, ,SIDCR,22,3240,KISET,WPT, ,TF, , ,,,,,,,, , ,,,,,N46-22-41.00,E039-32-18.01,,,,,KI2B,,,
URRR,KL1A,B, ,SIDCR,04,3240,----, , ,CA, , ,37.97,,890A,,,,, , ,,,,,,,,,,,KL1A,,,
URRR,KL1A,B, ,SIDCR,04,3240,038RN,WPT, ,CF, ,Y,37.97,,2540A,,,5.00,,RND,,,,,,N47-21-06.03,E039-57-24.03,N47-15-07.52,E039-48-47.94,114.70,E07.5,KL1A,,,
URRR,KL1A,B, ,SIDCR,04,3240,BEREG,WPT, ,CF, , ,5.01,,FL060A,,,10.00,,RND,,,,,,N47-34-24.00,E040-01-57.02,N47-15-07.52,E039-48-47.94,114.70,E07.5,KL1A,,,
URRR,KL1A,B, ,SIDCR,04,3240,KL,NDB, ,TF, , ,,,FL080A,,,,, , ,,,,,N47-53-07.02,E040-06-00.00,,,,,KL1A,,,
URRR,KL1B,B, ,SIDCR,04,3240,----, , ,CA, , ,37.97,,890A,,,,, , ,,,,,,,,,,,KL1B,,,
URRR,KL1B,B, ,SIDCR,04,3240,BEREG,WPT, ,CF, , ,15.03,,FL060A,,,17.00,,RND,,,,,,N47-34-24.00,E040-01-57.02,N47-15-07.52,E039-48-47.94,114.70,E07.5,KL1B,,,
URRR,KL1B,B, ,SIDCR,04,3240,KL,NDB, ,TF, , ,,,FL080A,,,,, , ,,,,,N47-53-07.02,E040-06-00.00,,,,,KL1B,,,
URRR,KN1A,B, ,SIDCR,04,3240,----, , ,CA, , ,37.97,,900A,,,,, , ,,,,,,,,,,,KN1A,,,
URRR,KN1A,B, ,SIDCR,04,3240,OKMAN,WPT,R,CF, , ,241.00,,FL060B,,FL050A,31.00,,RND,,,,,,N47-04-18.03,E039-17-29.97,N47-15-07.52,E039-48-47.94,114.70,E07.5,KN1A,,,
URRR,KN1A,B, ,SIDCR,04,3240,KENEN,WPT, ,TF, , ,,,FL060B,,FL050A,,, , ,,,,,N46-52-46.97,E038-45-18.01,,,,,KN1A,,,
URRR,KN2A,B, ,SIDCR,22,3240,----, , ,CA, , ,217.97,,2250A,,,,, , ,,,,,,,,,,,KN2A,,,
URRR,KN2A,B, ,SIDCR,22,3240,OKMAN,WPT, ,CF, , ,237.04,,FL060B,,FL050A,18.00,,RND,,,,,,N47-04-18.03,E039-17-29.97,N47-15-07.52,E039-48-47.94,114.70,E07.5,KN2A,,,
URRR,KN2A,B, ,SIDCR,22,3240,KENEN,WPT, ,TF, , ,,,FL060B,,FL050A,,, , ,,,,,N46-52-46.97,E038-45-18.01,,,,,KN2A,,,
URRR,TR1B,B, ,SIDCR,04,3240,----, , ,CA, , ,37.97,,900A,,,,, , ,,,,,,,,,,,TR1B,,,
URRR,TR1B,B, ,SIDCR,04,3240,SOMIK,WPT,R,CF, , ,217.97,,,,,25.00,,RND,,,,,,N46-56-24.03,E039-27-12.03,N47-15-07.52,E039-48-47.94,114.70,E07.5,TR1B,,,
URRR,TR1B,B, ,SIDCR,04,3240,TARLI,WPT, ,TF, , ,,,,,,,, , ,,,,,N46-32-53.03,E039-00-36.02,,,,,TR1B,,,
URRR,TR2B,B, ,SIDCR,22,3240,----, , ,CA, , ,217.97,,2250A,,,,, , ,,,,,,,,,,,TR2B,,,
URRR,TR2B,B, ,SIDCR,22,3240,SOMIK,WPT, ,CF, , ,209.97,,,,,20.00,,RND,,,,,,N46-56-24.03,E039-27-12.03,N47-15-07.52,E039-48-47.94,114.70,E07.5,TR2B,,,
URRR,TR2B,B, ,SIDCR,22,3240,TARLI,WPT, ,TF, , ,,,,,,,, , ,,,,,N46-32-53.03,E039-00-36.02,,,,,TR2B,,,
URRR,DM22B,B, ,STARCR,22,5000,DOKIM,WPT, ,IF, , ,,,,,,,, , ,,,,,N47-49-59.00,E040-50-35.98,,,,,DM22B,,,
URRR,DM22B,B, ,STARCR,22,5000,KAZAK,WPT, ,TF, , ,,,,,,,, , ,,,,,N47-30-58.98,E040-16-37.03,,,,,DM22B,,,
URRR,DM22B,B, ,STARCR,22,5000,D037J,WPT, ,TF, , ,,,2250,,,,, , ,,,,,N47-22-00.03,E039-58-48.00,,,,,DM22B,,,
URRR,DM22B,B, ,STARCR,22,5000,CI22,WPT, ,TF, , ,,,2250,,,,, , ,,,,,N47-20-41.00,E039-56-53.98,,,,,DM22B,,,
URRR,DO04B,B, ,STARCR,04,5000,DONID,WPT, ,IF, , ,,,,,,,, , ,,,,,N46-21-33.02,E039-45-04.00,,,,,DO04B,,,
URRR,DO04B,B, ,STARCR,04,5000,DARUT,WPT, ,TF, , ,,,,,,,, , ,,,,,N46-51-12.03,E039-47-18.02,,,,,DO04B,,,
URRR,DO04B,B, ,STARCR,04,5000,D207L,WPT, ,TF, , ,,,3190,,,,, , ,,,,,N47-05-20.98,E039-38-54.98,,,,,DO04B,,,
URRR,DO04B,B, ,STARCR,04,5000,D216J,WPT, ,TF, , ,,,2540,,,,, , ,,,,,N47-07-57.02,E039-38-50.97,,,,,DO04B,,,
URRR,DO04B,B, ,STARCR,04,5000,CI04,WPT, ,CF, , ,37.97,,2210,,,3.00,,RND,,,,,,N47-10-18.00,E039-41-17.97,N47-15-07.52,E039-48-47.94,114.70,E07.5,DO04B,,,
URRR,DO22B,B, ,STARCR,22,5000,DONID,WPT, ,IF, , ,,,,,,,, , ,,,,,N46-21-33.02,E039-45-04.00,,,,,DO22B,,,
URRR,DO22B,B, ,STARCR,22,5000,DARUT,WPT, ,TF, , ,,,,,,,, , ,,,,,N46-51-12.03,E039-47-18.02,,,,,DO22B,,,
URRR,DO22B,B, ,STARCR,22,5000,241RW,WPT, ,TF, , ,,,3240,,,,, , ,,,,,N47-20-53.98,E040-05-02.03,,,,,DO22B,,,
URRR,DO22B,B, ,STARCR,22,5000,222RW,WPT,L,CF, ,Y,262.97,,2580,,,1.00,,RND,,,,,,N47-22-19.03,E040-00-24.02,N47-15-07.52,E039-48-47.94,114.70,E07.5,DO22B,,,
URRR,DO22B,B, ,STARCR,22,5000,CI22,WPT, ,CF, , ,217.97,,2250,,,1.00,,RND,,,,,,N47-20-41.00,E039-56-53.98,N47-15-07.52,E039-48-47.94,114.70,E07.5,DO22B,,,
URRR,ER04A,B, ,STARCR,04,5000,ER,NDB, ,IF, , ,,,FL160A,,,,, , ,,,,,N46-35-06.98,E040-39-33.97,,,,,ER04A,,,
URRR,ER04A,B, ,STARCR,04,5000,SOKOL,WPT, ,TF, , ,,,,,,,, , ,,,,,N46-57-05.98,E040-12-18.02,,,,,ER04A,,,
URRR,ER04A,B, ,STARCR,04,5000,019RN,WPT, ,TF, , ,,,3190,,,,, , ,,,,,N47-04-46.99,E039-39-46.97,,,,,ER04A,,,
URRR,ER04A,B, ,STARCR,04,5000,D216J,WPT,R,CF, , ,352.97,,2540,,,1.00,,RND,,,,,,N47-07-57.02,E039-38-50.97,N47-15-07.52,E039-48-47.94,114.70,E07.5,ER04A,,,
URRR,ER04A,B, ,STARCR,04,5000,CI04,WPT, ,CF, , ,37.97,,2210,,,1.00,,RND,,,,,,N47-10-18.00,E039-41-17.97,N47-15-07.52,E039-48-47.94,114.70,E07.5,ER04A,,,
URRR,ER22A,B, ,STARCR,22,5000,ER,NDB, ,IF, , ,,,FL160A,,,,, , ,,,,,N46-35-06.98,E040-39-33.97,,,,,ER22A,,,
URRR,ER22A,B, ,STARCR,22,5000,MN,NDB, ,TF, , ,,,,,,,, , ,,,,,N47-03-00.01,E040-22-00.00,,,,,ER22A,,,
URRR,ER22A,B, ,STARCR,22,5000,236RW,WPT, ,TF, ,Y,,,3240,,,,, , ,,,,,N47-21-48.98,E040-04-55.00,,,,,ER22A,,,
URRR,ER22A,B, ,STARCR,22,5000,232RW,WPT, ,TF, , ,,,3240,,,,, , ,,,,,N47-22-15.01,E040-04-03.01,,,,,ER22A,,,
URRR,ER22A,B, ,STARCR,22,5000,222RW,WPT, ,TF, , ,,,2580,,,,, , ,,,,,N47-22-19.03,E040-00-24.02,,,,,ER22A,,,
URRR,ER22A,B, ,STARCR,22,5000,CI22,WPT, ,CF, , ,217.97,,2250,,,1.00,,RND,,,,,,N47-20-41.00,E039-56-53.98,N47-15-07.52,E039-48-47.94,114.70,E07.5,ER22A,,,
URRR,FS04B,B, ,STARCR,04,5000,FASAD,WPT, ,IF, , ,,,FL190A,,,,, , ,,,,,N47-33-18.03,E038-18-48.02,,,,,FS04B,,,
URRR,FS04B,B, ,STARCR,04,5000,ZATON,WPT, ,TF, , ,,,,,,,, , ,,,,,N47-22-23.97,E039-14-47.98,,,,,FS04B,,,
URRR,FS04B,B, ,STARCR,04,5000,055RN,WPT, ,TF, , ,,,3190,,,,, , ,,,,,N47-09-00.00,E039-33-30.00,,,,,FS04B,,,
URRR,FS04B,B, ,STARCR,04,5000,042RN,WPT, ,CF, ,Y,82.97,,2540,,,1.00,,RND,,,,,,N47-08-39.97,E039-37-49.01,N47-15-07.52,E039-48-47.94,114.70,E07.5,FS04B,,,
URRR,FS04B,B, ,STARCR,04,5000,CI04,WPT, ,CF, , ,37.97,,2210,,,1.00,,RND,,,,,,N47-10-18.00,E039-41-17.97,N47-15-07.52,E039-48-47.94,114.70,E07.5,FS04B,,,
URRR,FS22B,B, ,STARCR,22,5000,FASAD,WPT, ,IF, , ,,,FL190A,,,,, , ,,,,,N47-33-18.03,E038-18-48.02,,,,,FS22B,,,
URRR,FS22B,B, ,STARCR,22,5000,ZATON,WPT, ,TF, , ,,,,,,,, , ,,,,,N47-22-23.97,E039-14-47.98,,,,,FS22B,,,
URRR,FS22B,B, ,STARCR,22,5000,RW,NDB, ,TF, , ,,,,,,,, , ,,,,,N47-17-29.74,E039-52-05.07,,,,,FS22B,,,
URRR,FS22B,B, ,STARCR,22,5000,243RW,WPT, ,TF, ,Y,,,3240,,,,, , ,,,,,N47-20-20.99,E040-04-09.04,,,,,FS22B,,,
URRR,FS22B,B, ,STARCR,22,5000,222RW,WPT,L,CF, ,Y,262.97,,2580,,,1.00,,RND,,,,,,N47-22-19.03,E040-00-24.02,N47-15-07.52,E039-48-47.94,114.70,E07.5,FS22B,,,
URRR,FS22B,B, ,STARCR,22,5000,CI22,WPT, ,CF, , ,217.97,,2250,,,1.00,,RND,,,,,,N47-20-41.00,E039-56-53.98,N47-15-07.52,E039-48-47.94,114.70,E07.5,FS22B,,,
URRR,GI04B,B, ,STARCR,04,5000,GILIB,WPT, ,IF, , ,,,,,,,, , ,,,,,N46-21-55.03,E039-59-25.00,,,,,GI04B,,,
URRR,GI04B,B, ,STARCR,04,5000,BAKEN,WPT, ,TF, , ,,,,,,,, , ,,,,,N46-51-24.00,E039-53-42.02,,,,,GI04B,,,
URRR,GI04B,B, ,STARCR,04,5000,D206L,WPT, ,TF, , ,,,3190,,,,, , ,,,,,N47-05-08.01,E039-39-06.03,,,,,GI04B,,,
URRR,GI04B,B, ,STARCR,04,5000,D216J,WPT, ,TF, , ,,,2540,,,,, , ,,,,,N47-07-57.02,E039-38-50.97,,,,,GI04B,,,
